sent1	sent2	sick	glove_orig	glove_v1	glove_v2	sbert_orig	sbert_v1	sbert_v2	sbert
The lady is peeling the potato	A woman is peeling a potato	1.0	0.93	0.93	0.93	0.995	0.995	0.995	0.9839419
A cat is stuck on a ceiling fan that is moving	A cat is stuck on a moving ceiling fan	1.0	1.0	0.784	1.0	1.0	0.71	1.0	0.9763499
A woman is frying some food	Some food is being fried by a woman	1.0	0.75	0.637	0.75	0.75	0.635	0.75	0.8272975
A boy is playing guitar	A guitar is being played by a boy	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94224966
A guitar is being played by a kid	A kid is playing guitar	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9405608
A person is slicing an onion	An onion is being sliced by a person	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8838823
A band is playing on a stage	A band is playing onstage	1.0	0.922	0.922	0.922	0.965	0.965	0.965	0.9707293
A band is performing onstage	A band is performing on a stage	1.0	0.922	0.922	0.922	0.965	0.965	0.965	0.97058344
Some instruments are being played by a band	A band is playing some instruments	1.0	0.812	0.812	0.812	0.812	0.812	0.812	0.95422906
Carrots are being sliced by a woman	A woman is slicing carrots	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.91858536
A woman is cutting a fish	A woman is slicing a fish	1.0	0.667	0.667	0.667	0.718	0.718	0.718	0.932353
Makeup is being put on the man by the woman	The woman is putting makeup on the man	1.0	0.625	0.625	0.625	0.674	0.674	0.674	0.8719634
A potato is being peeled by a woman	A woman is peeling a potato	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.89678955
A door is being opened by a man	A man is opening a door	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9448314
A boy is happily playing the piano	One boy is happily playing a piano	1.0	0.889	0.889	0.889	0.889	0.889	0.889	0.9742834
A potato is being sliced by a woman	A woman is slicing a potato	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9169072
The lady is peeling the potato	The potato is being peeled by the lady	1.0	0.667	0.667	0.667	0.667	0.667	0.667	0.8643422
A woman is slicing a carrot	A carrot is being sliced by a woman	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.92438954
Some sticky goo is being pulled out of a bowl by a woman	A woman is pulling some sticky goo out of a bowl	1.0	0.917	0.817	0.917	0.917	0.814	0.917	0.93513405
The woman is putting pasta into a dish	Pasta is being put into a dish by a woman	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9578687
A man and a woman are walking through the woods	The man and the woman are walking through the woods	1.0	0.818	0.818	0.818	0.818	0.818	0.818	0.9853984
A tiger is walking around	A tiger is strolling around	1.0	0.667	0.667	0.667	0.741	0.741	0.741	0.94736737
A woman is grating carrots	Carrots are being grated by a woman	1.0	0.667	0.667	0.667	0.667	0.667	0.667	0.8353454
The boy, who is young, is running through the ocean waves	The young boy is running through the ocean waves	1.0	1.0	0.929	1.0	1.0	0.941	1.0	0.950021
Somebody is folding a piece of paper	Someone is folding a piece of paper	1.0	0.984	0.984	0.984	0.994	0.994	0.994	0.98698807
A man is driving a car	The car is being driven by a man	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.86820894
The man is playing the guitar	A man is playing the guitar	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9943795
A man is playing the guitar	A guitar is being played by a man	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9032947
A man is playing the guitar	The man is playing the guitar	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9943795
A man with no shirt is holding a football	A football is being held by a man with no shirt	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9246418
The small boy is standing in the forest	A small boy is standing in the forest	1.0	1.0	1.0	1.0	1.0	0.931	1.0	0.9957855
An egg is being cracked into a bowl by a woman	A woman is cracking an egg into a bowl	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.92192423
The bicycle is being ridden by a man wearing a beret on a recreation trail	A man is wearing a beret and is riding the bicycle on a recreation trail	1.0	0.806	0.806	0.806	0.806	0.806	0.806	0.94036955
A woman is showing a dog with very long hair at a dog show	A dog with very long hair is being showed by a woman at a dog show	1.0	0.85	0.82	0.85	0.85	0.794	0.85	0.96804035
A dog is biting a can	A can is being bitten by a dog	1.0	0.5	0.5	0.5	0.546	0.546	0.546	0.79852146
A lone biker is jumping in the air	A biker is jumping in the air, alone	1.0	0.8	0.687	0.8	0.883	0.832	0.883	0.936902
The man is slicing some potatoes	The man is slicing potatoes	1.0	0.857	0.857	0.941	0.857	0.857	0.857	0.9860125
A woman is using a sewing machine	A woman is sewing with a machine	1.0	0.571	0.571	0.714	0.571	0.571	0.571	0.9545404
A person is slicing a carrot into pieces	A carrot is being sliced into pieces by a person	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9176981
The boy is standing next to the opening of a fountain	A boy is standing next to the opening of a fountain	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9946681
Somebody is cutting a tomato	Someone is cutting a tomato	1.0	0.729	0.729	0.729	0.742	0.742	0.742	0.9893719
A man is pouring a plate of shredded cheese into a pot of sauce	A man is pouring a plate of cheese which is shredded into a pot of sauce	1.0	0.692	0.692	0.692	0.692	0.692	0.692	0.929
The man is setting up the camera and taking sunset pictures at the beach	The man is setting up the camera and takes pictures of the sunset at the beach	1.0	0.912	0.838	0.912	0.912	0.84	0.912	0.9771698
The man is slicing a potato	The man is slicing the potato	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9925917
One cat is playing with a watermelon	The cat is playing with a watermelon	1.0	0.857	0.857	1.0	0.857	0.857	0.857	0.9283428
A white dog is standing on a hill covered by grass	A white dog is standing on a grassy hillside	1.0	0.636	0.751	0.636	0.774	0.762	0.774	0.92829
An old man with a grey beard is riding a bike	An old man with a beard that is grey is riding a bike	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97924507
A woman is beating two eggs in a bowl and using a whisk made of wire	One woman is beating two eggs in the bowl and using a whisk made of wire	1.0	0.955	0.955	0.955	0.955	0.955	0.955	0.9782475
The woman is wearing a colorful shirt and a lot of jewelry	A woman is wearing a colorful shirt and a lot of jewelry	1.0	1.0	1.0	1.0	1.0	0.96	1.0	0.99509126
A girl in a strange outfit is riding the bike	The bike is being ridden by a girl in a strange outfit	1.0	1.0	1.0	1.0	1.0	0.948	1.0	0.9157236
The oriental lady is cutting a carrot into thin pieces	The oriental lady is cutting a carrot into pieces that are thin	1.0	1.0	1.0	1.0	1.0	0.95	1.0	0.9825541
The black bird with a yellow beak is standing in the green grass	A black bird with a yellow beak is standing in the green grass	1.0	1.0	1.0	1.0	1.0	0.979	1.0	0.99554044
Cereal is being eaten by the man	The man is eating cereal	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8090512
The woman is cracking two eggs into a bowl made of glass	The woman is cracking two eggs into a glass bowl	1.0	0.846	0.846	0.904	0.846	0.846	0.846	0.9772991
A large man is sitting in a military accessories shop	A large man is sitting in a military accessories store	1.0	0.987	0.989	0.987	0.99	0.817	0.99	0.9795449
The snowboarder is jumping off the snow	A snowboarder is jumping off the snow	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9971384
A cat is eating some corn	The cat is eating some corn	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9945861
A white hat is being worn by a boy which is running on the beach	A boy is wearing a white hat and is running on the beach	1.0	0.815	0.815	0.815	0.815	0.815	0.815	0.9181534
A cat is playing with a watermelon	The cat is playing with a watermelon	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99699235
A man is riding a motorbike	A man is riding a motorcycle	1.0	0.714	0.714	0.714	0.714	0.714	0.714	0.7120233
The dog has its head inside a red and green gift bag	A dog has its head inside a red and green gift bag	1.0	0.778	0.778	0.778	0.792	0.792	0.792	0.9958723
A man is preparing some dish	A man is preparing a dish	1.0	0.857	1.015	0.942	0.857	1.031	0.857	0.9898077
A small boy is playing with a dog	The small boy is playing with the dog	1.0	1.0	1.0	1.0	1.0	0.931	1.0	0.98759294
A red and brown dog is digging its nose inside the holiday gift bag	The red and brown dog is digging its nose inside a holiday gift bag	1.0	1.0	1.0	1.0	1.0	0.944	1.0	0.996107
A brown dog is running in the snow	The brown dog is running in the snow	1.0	1.0	1.0	1.0	1.0	0.947	1.0	0.9939469
An inflatable crocodile is being pushed by two kids in a pool	Two kids are pushing an inflatable crocodile in a pool	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9463916
Three friends are making faces for the camera	Three friends are making faces for a photo	1.0	0.842	0.842	0.842	0.852	0.852	0.852	0.95927536
Two dogs are running quickly through the park	Two dogs are running quickly through a park	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99708176
One man is talking to a girl with an internet camera	One man is chatting with a girl with an internet camera	1.0	0.75	0.727	0.75	0.786	0.715	0.786	0.9772165
The woman is dancing	The lady is dancing	1.0	0.894	0.894	0.894	0.992	0.992	0.992	0.9952031
A man is squatting in brush and taking a photograph	A man is squatting in brush and taking a photo	0.97875	1.0	1.0	1.0	1.0	1.0	1.0	0.9844777
Two young kids are eating corndogs	Two young children are eating corndogs	0.975	0.955	0.989	0.955	0.996	0.831	0.996	0.9965412
Potatoes are being sliced by a woman	A woman is slicing potatoes	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.9270079
A woman is being kissed by a man	A lady is being kissed by a man	0.975	0.93	0.93	0.93	0.995	0.995	0.995	0.9940693
A dog is chasing the tail of an animal in the grass	The tail of an animal is being chasing by a dog in the grass	0.975	0.9	0.9	0.9	0.9	0.9	0.9	0.9374947
A brown and white dog is holding a baseball in its mouth	A dog, which has a brown and white coat, is holding a baseball in its mouth	0.975	0.733	0.733	0.733	0.733	0.733	0.733	0.95178473
A woman is using a pencil for eyes and is applying eye liner to her eyelid	A woman is using an eye pencil and is applying eye liner to her eyelid	0.975	0.857	0.861	0.857	0.857	0.843	0.857	0.9733112
A small brown and white dog is running on the sidewalk	A little brown and white dog is running on the sidewalk	0.975	0.978	0.978	0.978	0.991	0.991	0.991	0.96682334
The girl is tapping her fingernails	A girl is tapping her fingernails	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.99576294
A distant person with a blue backpack is hiking in rocky area	A distant person with a blue backpack is hiking area full of rocks	0.975	0.706	0.757	0.706	0.743	0.704	0.743	0.9285071
One man is eating some food	A man is eating some food	0.975	0.889	0.889	1.0	0.889	0.889	0.889	0.95418894
A child, who has blond hair, is holding a yellow bottle	A blond child is holding a yellow bottle	0.975	0.729	0.725	0.729	0.712	0.672	0.712	0.98045504
A large white crane is flying near the water	A crane, which is large and white, is flying near the water	0.975	0.917	0.917	0.917	0.917	0.917	0.917	0.9608532
A white bird is landing swiftly in the water	The white bird is landing swiftly in the water	0.975	0.95	0.95	0.95	0.95	0.95	0.95	0.99449223
The brown dog and the red dog are frolicking on the beach	A brown dog and a red dog are frolicking on the beach	0.975	0.929	0.939	0.929	0.929	0.905	0.929	0.9883398
A dog with golden fur is in the water	A dog with a golden coat is in the water	0.975	0.966	0.966	0.966	0.971	0.971	0.971	0.9769211
A little boy is jumping into a puddle in the street	A little boy is jumping into a puddle on the street	0.975	1.0	1.0	1.0	1.0	0.938	1.0	0.997427
A girl in a blue shirt, who looks young, is walking on the sidewalk and holding up a pink sign	A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign	0.975	0.883	0.913	0.883	0.884	0.886	0.884	0.9830718
A woman in jeans is sitting on the saddle of a horse	The woman in jeans is sitting on the saddle of a horse	0.975	0.917	0.917	0.917	0.941	0.941	0.941	0.99797004
The girl is carrying a sign and a group of people is following her	The girl is carrying a sign and is being followed by a group of people	0.975	0.966	0.966	0.966	0.966	0.966	0.966	0.947675
A person in a blue jacket is jumping off of a tall cement wall	A person in a blue colored jacket is jumping off of a tall cement wall	0.975	0.685	0.752	0.685	0.699	0.619	0.699	0.99324334
The man is performing a large jump	A large jump is being performed by a man	0.975	0.875	1.0	0.875	0.875	0.905	0.875	0.92468756
The young girl is blowing a bubble that is huge	The girl, who is young, is blowing a bubble that is huge	0.975	1.0	0.929	1.0	1.0	0.926	1.0	0.95521224
A young child is splashing in the water	The young child is splashing in the water	0.975	1.0	1.0	1.0	1.0	0.898	1.0	0.9935645
An Arabic man is wearing a white hat	A white hat is being worn by an Arabic man	0.975	1.0	1.0	1.0	1.0	0.86	1.0	0.9339305
A man is slicing a fish	A fish is being sliced by a man	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.92435944
The baby is crawling happily	A baby is crawling happily	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.98410755
A bottle is being licked by the cat	The cat is licking a bottle	0.975	0.667	0.667	0.667	0.667	0.667	0.667	0.9227391
A man is talking	A man is speaking	0.975	0.5	0.5	0.5	0.601	0.601	0.601	0.9214325
A lemon is being squeezed by a woman	A woman is squeezing a lemon	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.9337501
The woman is squeezing juice out of a lemon	A woman is squeezing juice out of a lemon	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.9983112
A woman is squeezing a lemon	The woman is squeezing juice out of a lemon	0.975	0.857	0.857	0.857	0.857	0.857	0.857	0.89586264
A dog is near a ball colored in red, which is in the air	A dog is near the red ball in the air	0.975	0.727	0.727	0.789	0.752	0.752	0.752	0.92922676
The person is dicing up a pepper which is orange	An orange pepper is being diced up by a person	0.975	0.75	0.635	0.75	0.75	0.591	0.75	0.7382624
Guitar is being played by a man	A man is playing guitar	0.975	0.833	0.833	0.833	0.833	0.833	0.833	0.9018971
Someone is banging the lens of a camera against a nail	Someone is banging a camera lens against a nail	0.975	0.7	0.711	0.7	0.7	0.715	0.7	0.982523
The person is riding a motorbike on a sandy track	The person is riding a motorbike on a track on the sand	0.975	0.961	0.912	0.961	0.976	0.83	0.976	0.9260597
A man is playing a flute	A man is playing the flute	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.9958061
A flute is being played by a man	The flute is being played by one man	0.975	0.857	0.857	0.857	0.857	0.857	0.857	0.8438851
The young girl with a shirt dyed pink is peacefully lying on the grass	The young girl with a pink shirt is peacefully lying on the grass	0.975	0.941	0.941	1.0	0.941	0.941	0.941	0.9088681
Fish is being cooked by a woman	A woman is cooking fish	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.92791617
A man is walking slowly across a rope bridge	A man is walking slowly across a bridge made of rope	0.975	0.846	0.857	0.846	0.846	0.823	0.846	0.9838412
A man in a red shirt is doing a trick with the skateboard	A man in a red shirt is doing a trick with a skateboard	0.975	0.818	0.818	0.818	0.818	0.818	0.818	0.9971407
A man is wiping the edge of a bowl	A man is cleaning the edge of a bowl	0.975	0.75	0.75	0.75	0.796	0.796	0.796	0.8769627
The lady is stirring meat in a bowl	The woman is stirring meat in a bowl	0.975	0.947	0.947	0.947	0.996	0.996	0.996	0.99526787
A baby is sneezing and scaring another baby	A baby is sneezing and frightening another baby	0.975	0.923	0.917	0.923	0.955	0.903	0.955	0.9573848
One person is cutting an onion	A person is cutting an onion	0.975	0.857	0.857	1.0	0.857	0.857	0.857	0.9256816
A man is cutting a box	A box is being cut by a man	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.9155647
A woman is wearing paint and costume pieces and is riding a bike on a busy street	A bike is being ridden by a woman wearing paint and costume pieces on a busy street	0.975	0.884	0.878	0.884	0.884	0.844	0.884	0.93754977
A horse is tossing the cowboy wearing pants of blue and red color	The cowboy in blue and red pants is being tossed by a horse	0.975	0.765	0.842	0.765	0.781	0.845	0.781	0.864477
A man with no shirt is jumping over a log	A shirtless man is jumping over a log	0.975	0.538	0.522	0.538	0.538	0.522	0.538	0.96712506
This group of people is practicing water safety and wearing preservers	Preservers are being worn by a group of people who are practicing water safety	0.975	0.658	0.677	0.658	0.658	0.666	0.658	0.9273963
A fish is being cut by a man	A man is cutting a fish	0.975	1.0	1.0	1.0	1.0	1.0	1.0	0.9244108
