sent1	sent2	theme	score
What is the origin of cheese dip?	What is the origin of the black/devil riders?	question-question	
Should I contact an editor at the journal that rejected my paper, to ask for feedback?	Should I resubmit a rejected paper to the same journal?	question-question	
What is the best way to toast pecans?	What is the best way to store fresh berries?	question-question	
How can I make sifting easier?	How can I make an exterior door?	question-question	
Should I declare my job application at a meeting?	Should I remind recruiters about my job application status?	question-question	
How can I help my dog adjust to a move?	How can I help a dog to lose weight?	question-question	
Can I travel to Paris with a type A multiple entry visa valid for 3 years?	Can I travel to Finland with a multiple entry visa issued for Italy?	question-question	
What is the difference between a stock and a bond?	What is the difference between a complication/twist and a situation?	question-question	
How do I replace the front door on a stucco house?	How can I replace the seal on the bottom of my shower door?	question-question	
Do I need a UK transit visa for flying to the Canary Islands?	Do I need a transit visa?	question-question	
How can I make an improvised vegetable steamer?	How can I make an exterior door?	question-question	
"What is the function of ""-ter"" in words ""laughter"" and ""daughter""?"	"Semantic logic of the word ""both"" in English - different from ""and""?"	question-question	
How much water is too much?	How much thinset is enough?	question-question	
What should I look for in a jump rope?	What should I look for in a rope for climbing?	question-question	
How long can you keep chocolate in the freezer?	How long should you keep Salami for?	question-question	
Do I need to apply for a UK transit visa when I have a visitor visa?	Can I apply for US visa while I am a visitor in Canada?	question-question	
What to look for when choosing a new bathtub?	Should I look for a new job?	question-question	
What are the pros and cons of Jefferson vs conventional deadlifts?	What are the pros and cons of feeding on demand?	question-question	
How does arbitration work in baseball?	How does leverage work?	question-question	
How High Can I Raise My Lights?	How can I determine why my lights are flickering?	question-question	
Is there a way to find out if I need a transit visa for a layover in the UK?	Transit Visa in the UK?	question-question	
How can I remove wax from a wooden counter so I can resurface it with Danish oil?	How can I remove paint from a wood deck so I can stain it?	question-question	
How can I remove a key that has broken off in a lock?	How can I remove a jammed, broken key from a lock?	question-question	
What should I look for in a jump rope?	What should I look for in electronic measurement of body composition?	question-question	
How long boiled egg can be stored in fridge?	How long can formula be stored in fridge and freezer?	question-question	
How do I stop my daughter from hitting another child?	How do my wife and I stop our son from learning to swear from us?	question-question	
What is the difference between an amp and a head?	What is the difference between a conservatory and an orangery?	question-question	
How to deal with company that doesn't set expectations or tasks for me?	How to deal with dreaded tasks?	question-question	
what are the pros and cons of structured deposits?	What are the pros and cons of feeding on demand?	question-question	
How do I teach my toddler to chew his food?	How do I teach my toddler not to stuff her cheeks with food?	question-question	
How do you buy the right train ticket in the UK?	Do I have to validate train tickets in the UK?	question-question	
Do I need to ground my above ground pool / with saltwater system?	Do I need to ground my pool?	question-question	
How do I reconnect a ceiling fan light chain?	How do I install a ceiling fan remote?	question-question	
How can I thaw a frozen exterior drain quickly?	How can I move a drain line?	question-question	
How should I install a thermostat for a baseboard heater?	Do you have to have a thermostat for an electrical baseboard heater?	question-question	
